	ABL2	ACVR2A	AFF3	ALK	AMER1	APC	ARHGAP35	ARID1A	ARID1B	ARID2	ARNT	ASXL1	ASXL2	ATF7IP	ATM	ATR	ATRX	BAP1	BCL6	BCL9	BCL9L	BCOR	BCORL1	BRAF	BRCA2	BRD4	CACNA1A	CAMTA1	CARD11	CASP8	CCND1	CCND2	CCNE1	CD79B	CDH1	CDH11	CDK12	CDK4	CDK6	CDKN1A	CDKN1B	CDKN2A	CHD3	CHD4	CHD8	CIC	CLTC	CREBBP	CTCF	CTNNB1	CUX1	DDR2	DDX5	DEK	DICER1	DNMT1	EGFR	ELF3	ELK4	EP300	ERBB2	ERBB3	ERBB4	ERCC2	ESR1	ETV1	ETV5	EZH2	FAS	FAT1	FAT4	FBXW7	FCGR2B	FCRL4	FGFR1	FGFR2	FGFR3	FGFR4	FHIT	FLT4	FOXA1	FOXL2	FOXO1	FOXO3	FUBP1	GATA2	GATA3	GNAS	GRIN2A	GTF2I	H3F3A	HEY1	HIST1H3B	HLF	HMGA2	IDH1	IDH2	IKBKB	IKZF3	IL7R	INPPL1	IRS4	JAK1	JAK3	KANSL1	KAT6A	KDM5A	KDM6A	KDR	KEAP1	KIT	KLF5	KMT2A	KMT2B	KMT2C	KMT2D	KRAS	LPP	LRP1B	MACF1	MAP2K1	MAP2K4	MAP3K1	MAP3K13	MDM2	MDM4	MECOM	MED12	MET	MGA	MITF	MSI2	MTOR	MYC	MYCL	MYH9	NCOA2	NCOR1	NCOR2	NF1	NF2	NFATC2	NFE2L2	NIPBL	NKX2-1	NOTCH1	NOTCH2	NRAS	NRG1	NSD1	NTRK1	NTRK3	NUTM1	PBRM1	PBX1	PDGFRA	PIK3CA	PIK3CB	PIK3CG	PIK3R1	PLXNB2	POLE	POLQ	PPM1D	PPP2R1A	PRDM1	PREX2	PSIP1	PTEN	PTPN13	PTPRB	PTPRC	PTPRK	PTPRT	RAC1	RAD21	RAF1	RANBP2	RARA	RASA1	RB1	RBM10	RNF43	ROS1	RPL22	RUNX1T1	SALL4	SCAF4	SETBP1	SETD2	SMAD4	SMARCA4	SOS1	SOX17	SOX2	SOX9	SPEN	SPOP	STAG2	STIL	STK11	TCF7L2	TERT	TET1	TP53	TP63	TRRAP	TSC1	UBR5	UNCX	USP6	USP9X	VHL	WWTR1	ZBTB16	ZFHX3	ZNF521
SBS8	0.74134	0.0	0.0077098	0.0	0.0	0.0	-25.415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086934	0.0	0.13436	0.0	0.0	0.0	0.0	0.0	-0.36688	0.0	0.0	0.0	0.0	0.0	-0.14525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087352	0.0	0.0	0.0	0.0	-0.04778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8278	0.0	0.0	-3.1287	0.0	0.0	0.0	-0.043995	-0.67606	0.0	0.0	0.0	0.0	0.0	0.0	-8.6296	0.0	0.0	0.0	-0.003082	0.0	0.0	0.0	0.14385	0.0	0.0	0.0	0.0	-0.31012	0.0	0.0	-0.83127	0.0	-0.035192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21021	0.0	-21.892	0.0	0.0	0.0	0.0	-0.12311	-0.082458	0.0	14.577	0.0	-0.22677	0.0	0.0	0.0	6.46	0.0	0.0	0.090315	0.0	-0.77808	0.0	0.0	0.0	0.0	-0.21035	0.0	0.0	0.0	0.66091	0.0	0.0	0.0	0.0	15.664	0.0	0.0	0.0	0.0	0.0	0.0	-26.105	0.0	0.0	0.0	0.0	0.0	-24.049	0.042178	-0.35186	-7.4621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.055909	0.0	0.0	-0.0017232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.073804	0.0	0.0	0.0	0.0	-0.046965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081667	0.0	0.07728	141.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16535	0.0	0.08193	-0.016899
SBS9	0.0	0.0	0.0	0.0	0.61892	0.033001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-21.531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-19.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.4951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057077	0.0	-0.0018144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.49353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.49944	0.0	0.0	0.0	0.0	0.0	0.0	-66.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.061634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-38.799	0.0	0.0	0.0	-0.14152	0.0	0.0	0.0	0.0	-0.17063	0.0	0.0	0.0	0.0	0.0	0.9028	0.0	0.0	-0.036274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SBS10a	-2.8454	0.0	-0.0016026	-0.029887	0.0	0.0	-61.382	0.0	0.0	0.0	-1.9499	0.0	-13.619	0.0	107.54	-0.0093115	-0.18834	-0.026389	-0.04364	0.0	0.0	-10.671	0.0	0.0	0.27521	-26.261	0.0	0.0	-22.991	-5.6353	-0.66669	0.36663	-4.2593	0.0	-1.6093	0.0	0.01764	0.0	-56.479	-0.93893	0.30265	-0.042052	-0.41913	0.03671	-3.7521	0.0	0.0	0.0	-0.0033557	48.802	-61.726	0.0	0.0	0.0	0.0	-0.061873	-0.085783	-10.35	-103.96	0.0	0.0	0.0	-0.013934	0.0	0.0	-0.11894	0.0	0.0	-40.656	-5.3165	0.0	-0.25611	0.0	0.6807	-0.17331	-14.241	19.862	0.0	-0.018643	0.0	-45.913	-14.139	99.159	13.982	-1.3318	-0.0017923	-0.50211	-6.6597	0.0	-0.18516	0.0	-0.0051446	-0.68125	-37.965	0.0	0.0	-4.5265	-2.5186	-2.3516	0.0	-1.6505	0.016786	0.0	-9.4605	0.0	0.0	0.0	-4.1965	-0.43692	-3.8724	-0.42411	0.0	0.0	0.0	-0.14322	-0.026884	0.0	0.0	0.0	-0.38483	0.0	-14.971	1.2276	-9.1044	0.0	-13.357	6.1677	53.645	-0.72876	-0.14082	0.0	0.0	0.0	-0.13241	-18.997	-0.0015135	-0.64636	-0.58612	-0.61419	0.0	0.0	-3.6326	-16.998	-5.2797	-19.952	-17.561	-0.048364	-0.0021337	-153.45	-38.565	-5.7773	0.0	0.0	0.0	0.0	-9.6885	0.0	-0.14856	-11.314	-4.2002	-0.0020037	0.0	0.0	-0.13743	-0.030927	32.943	0.0	-0.00049634	0.022267	0.0	0.0	-0.0012405	0.0	0.0	-2.7028	-0.19485	-0.0016104	0.0	-0.0023395	0.0	0.15517	-1.3991	0.0	0.0	-9.6166	-0.032221	-23.414	0.0	0.0	-0.0011914	0.0	0.0	-0.069347	-3.129	0.0	0.0	-0.13563	-150.57	-5.7825	0.0	-16.132	0.0	-9.8595	-0.021013	-0.043563	-6.6926	0.0	70.636	0.0	0.0	0.0	0.0	0.0	-0.041786	-0.36418	0.0	0.0
SBS10b	0.23608	0.0	-0.0011505	-0.029887	0.0	0.0	48.007	-1.0591	0.0	0.0	0.0	0.0	-13.619	0.0	60.164	-0.0093115	0.12505	-0.13186	-0.12668	0.0	0.0	-24.471	0.0	0.0	-0.89446	-34.328	0.0	0.0	-20.963	-2.1155	0.0	-0.33567	0.0	0.0	0.22927	0.0	0.01764	0.0	94.35	-0.93893	0.25009	0.093922	-0.55444	0.0	120.02	-0.070514	0.0	-0.16302	-0.0035734	36.652	-61.726	0.086446	0.0	0.0	0.0	-0.076227	0.01871	-10.35	21.247	0.0	0.0	0.078454	-0.0091808	0.0	-0.84089	-0.11894	-0.26895	0.0	0.0	-10.758	0.0	70.203	0.0	-0.59018	0.0	-32.984	19.862	-10.12	-0.025492	0.0	0.0	0.0	9.6983	-51.574	-2.8058	0.0	-2.0785	-6.6597	0.0	0.32354	-0.63064	0.0	-0.68125	0.0	0.0	0.81691	-2.7284	-6.4098	0.0	0.0	-1.755	0.050987	0.0	67.102	0.0	0.0	0.0	-6.7608	0.0	0.0	1.0446	0.0	0.0	0.0	0.012413	-0.065312	0.2889	-0.18035	0.0	-0.026014	0.0	-5.1399	9.7706	-0.45387	0.0	-1.4931	-7.4522	-29.544	-0.055754	-0.23999	0.0	-0.11036	0.0	-0.51361	-18.997	-0.0015135	-5.3665	-0.87629	-0.63996	0.0	0.030099	0.60166	0.6936	-5.2251	-19.952	-1.7626	-0.048364	-0.0027843	18.345	0.0	-5.7986	0.0	0.0	0.0	0.0	0.0	0.012418	0.0	-4.0732	-4.7105	-0.0021362	0.0	0.0	0.0	-0.028509	-3.6606	0.0	-0.00049634	0.0	0.0	0.0	-0.0010204	0.0	0.0	-2.7028	-4.3032	-0.0016104	0.0	-0.0031077	0.0	0.041992	-1.1016	0.0	0.0	-8.5049	-0.031943	1.2624	0.0	0.0	-0.0016706	0.0	0.0	-0.069347	-0.054096	0.0	0.0	-0.13563	-180.04	-5.7825	0.0	-16.132	0.0	-23.674	-0.021013	0.06029	0.0	0.065786	70.636	0.044483	-0.64895	0.0	0.0	-124.97	-0.10321	0.030293	-0.019701	0.0
SBS11	-1.4476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0948	0.0	0.0	0.0	-6.739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21013	0.0	0.0	0.0	-28.536	0.0	26.361	-0.83911	0.0	0.0	-0.52635	0.0	0.0	0.0	0.0	0.0	-0.10274	0.0094735	0.0	-0.12156	0.0	0.16828	0.0	0.0	0.0	0.0	-60.556	0.0	0.0	0.0	0.0	0.0	0.12879	0.0	-37.742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-30.151	-0.021189	0.0	0.0	0.0	0.0	0.96942	0.0	0.0	0.0	0.0	0.0	-5.6872	0.0	-13.775	-11.314	-0.12023	0.0	-4.7442	-2.9064	0.0	0.3509	-0.051812	-3.4826	0.0	-31.439	-0.16435	0.0	0.0	32.201	-38.122	0.0	0.0	-0.0075834	0.0	0.0	0.0	0.04382	0.0	0.0	-1.2275	-26.391	0.0	0.0	0.0	0.0	-0.080523	0.0	-16.584	0.0	0.0	-0.20733	0.0	-0.34639	-12.804	0.0	0.0	-13.096	0.0	-7.4962	-0.38045	-0.4946	0.0	-0.12159	0.0	-0.18244	0.0	0.0	-15.565	-0.15542	0.0	0.0	0.0	0.0	0.0	0.0	-39.147	0.0	-0.07313	-0.0009698	-70.707	0.0	-3.8912	0.0	0.0	0.0	0.0	0.0	-0.058821	0.0	-21.327	0.0	0.0	0.0	0.0	-0.2813	0.0	-9.789	0.0	0.0	0.073676	0.0	0.0	-0.001037	0.0	0.0	0.0	-6.7048	0.0	0.0	0.0	0.0	-0.12398	-1.3744	0.0	0.0	0.0	-0.051362	0.0	0.0	0.0	-0.0010071	-42.138	0.0	0.0	-2.0275	0.0	0.0	0.0	-1.453	0.0	0.0	-15.422	0.0	-0.066012	0.0	-0.12931	0.0	0.0	0.0	-0.043496	0.0	0.0	0.0	0.0	0.0	-0.16968	0.0	0.0
SBS12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.037094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.12	0.0	-1.9477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.057788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.85722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00090264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0010173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.085057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-140.63	0.0	0.0	0.0	0.0
SBS13	-0.081243	0.0	0.013858	-0.47173	-0.44139	0.0	1.7342	0.0	0.019976	0.0	0.0050145	0.18452	28.049	0.0	4.2374	0.077253	0.0	-0.029787	-0.16507	0.076937	0.0	-30.049	0.0	0.0	0.44351	32.138	0.0	0.0	3.5698	-2.7069	-0.058055	-0.18527	0.087216	5.1629	-1.4945	0.0	0.012204	0.0	-3.7237	10.843	-0.33556	0.09176	-1.452	0.0	-22.534	-0.15076	0.66024	-0.0058917	-0.0076445	-19.171	0.0	0.10541	30.73	0.0	0.098744	0.29542	0.0255	8.8768	12.395	0.034409	0.0	0.12281	0.01316	0.0	4.1019	0.14437	0.0	0.0	-58.576	0.12892	0.0	-0.020913	0.0	0.0	0.88198	-0.78477	-0.048084	0.0	0.032859	0.0	7.2994	-1.2224	-53.688	-76.242	-0.52664	-0.0044918	-11.217	-0.12928	0.0	-0.24588	-0.42671	-0.94905	4.172	44.442	0.4114	-0.21571	0.0	5.6746	-0.71585	0.0	-2.3275	-0.02194	0.0	146.5	0.0	0.0519	0.039794	0.079019	-0.32764	-1.8244	2.3606	0.0	0.0	0.0	0.11976	0.11304	-0.37471	-0.21284	0.039857	0.41043	0.0	0.0	0.0	0.089948	0.0	11.913	0.082672	4.035	0.87772	0.48379	-50.693	0.28556	0.0	0.15254	2.5235	0.021909	8.2048	0.0	2.2631	0.0	0.0	-0.46343	0.62969	27.028	5.434	35.349	0.3224	-0.0041345	0.21839	0.0	-0.28311	0.0	0.0	0.0	0.0	0.44257	-0.045572	-0.63843	-0.85106	-0.39907	-0.00062734	0.0	0.017275	0.0	0.19722	-30.01	0.0	0.0036079	0.0	0.37599	0.0	-0.0025003	-37.276	0.0	0.0	0.0	0.010803	0.0	0.010236	1.0624	-0.18199	-1.6684	0.0	0.0	-1.5954	-0.0039713	4.9398	0.0	0.0	0.0033419	-0.17309	0.0	0.57459	-0.61577	0.0	-4.3594	-0.01662	-2.199	-0.84056	0.0	0.38004	-0.39089	0.093934	0.23966	0.041729	0.13295	0.03631	0.0	0.1365	0.0	0.0	0.0	0.0	-0.13803	-0.21961	0.0	0.0
SBS14	-0.66155	0.0	0.0	-2.9213	0.0	20.042	345.88	0.10601	0.0	0.0	-0.26787	0.0	0.0	0.0	-12.407	0.0	-0.052742	-0.078434	-0.25778	0.0	0.0	217.76	0.0	0.0	0.0	-45.834	0.0	0.0	0.0	0.0	18.483	0.0	-0.22713	0.0	0.23752	0.0	0.0	0.0	-17.632	0.0	0.0	-0.079103	-1.415	0.0	-17.945	0.0	0.0	1.4338	-0.0023826	-23.319	0.0	0.0	0.0	0.0	0.0	-0.084444	-0.031507	0.0	-111.1	0.0	0.0	-0.042648	-0.012507	0.0	0.0	0.0	-3.3448	0.0	0.0	0.0	0.0	-23.605	0.0	0.0	-0.82345	-65.015	0.0	-13.768	-0.014045	-0.081536	0.0	0.0	0.0	0.0	0.0	0.0	-9.2139	0.0	0.0	0.31787	0.0	-5.4041	0.0	-41.684	-0.27496	0.0	-5.8833	-10.865	-6.9206	0.0	6.1568	-0.015236	0.0	-59.228	0.0	0.0	0.0	0.0	-0.17494	0.0	0.0	0.0	0.0	0.0	0.094362	0.0	-13.519	-1.5062	0.0	0.64423	0.0	-0.14749	-20.03	-0.052341	0.0	-26.179	-0.060724	-35.476	-0.62392	-0.98543	-57.202	-0.083039	0.0	-0.57428	0.0	0.0	-34.667	-1.3699	-2.8336	0.0	0.0	-0.59278	0.0	-25.41	0.0	79.572	0.0	-0.00099036	0.0	-126.03	-6.3633	0.018069	0.0	0.0	0.0	0.0	0.023265	0.0	-11.269	-0.50476	-0.0014441	0.0	0.0	-0.43593	0.0	0.0	0.039471	0.0	0.0	0.0	0.0	-0.0010733	-67.437	0.0	0.0	-2.9701	0.0	0.0	-0.001921	0.0	0.033589	0.0	0.0	0.0	-34.428	0.068338	-117.75	0.0	0.0	0.0066253	-3.4595	0.0	0.0	-2.0267	0.0	0.0	0.0	-85.793	0.0	0.0	0.0	0.0	-11.405	0.12885	-0.18922	-15.046	0.047621	0.0	0.0	-1.8179	0.0	0.0	-125.22	0.0	0.0	0.0	0.0
SBS15	0.16425	0.0	-0.00097539	-2.9965	-0.88387	3.761	-1.9752	0.12415	0.0	0.0	-0.48182	0.0	-13.739	0.0	11.436	-0.0099758	0.0	0.097056	-0.25108	0.0	0.0	-5.7877	0.0	0.0	-2.1163	8.9772	0.0	0.0	-34.611	-3.0638	0.11026	0.0	0.10222	0.0	-0.17539	0.0	-0.0015469	0.0	-32.465	-56.979	0.1222	0.0	0.81852	0.0	0.0	-0.063536	0.0	0.12861	0.012853	0.0	112.76	0.0	0.0	0.0	0.0	0.03612	-0.032768	-9.5093	34.675	0.0	0.0	0.0	0.0	0.0	-0.69845	-0.15736	-1.0422	0.0	-3.8664	0.092473	0.0	0.085492	0.0	-0.046813	-1.1215	4.3263	-5.5136	-2.684	-0.023543	3.2385	0.0	-24.748	22.058	-5.3051	-1.3507	0.021861	20.616	0.0	0.0	-0.54039	0.2213	-0.29109	-0.95468	19.276	0.22413	0.0	-4.79	0.37742	11.38	0.0	0.0	0.099096	0.08862	55.79	0.0	0.0	0.0	26.274	-0.29104	-2.4376	-1.1697	0.0	0.0	0.0	-0.070865	0.073182	0.022236	-0.84187	-0.080699	-0.52934	0.0	-9.4644	0.0	0.0	0.0	23.371	-0.51821	2.943	-1.3154	0.0	-106.02	0.10728	0.0	0.0	-22.7	-0.0015331	-1.7533	-1.7603	0.30126	0.0	0.0	1.1925	-6.9678	17.746	-31.482	1.6711	-0.29502	-0.002355	11.913	-0.39285	11.911	0.0	0.0	0.0	0.0	-3.2338	-0.039653	-0.79898	-17.606	0.0	0.014168	0.0	0.0	0.0	-0.13891	-2.6543	0.042223	-0.00049669	0.0	0.0	0.0	0.00060412	0.0	0.0	0.0	0.064388	-0.0016163	0.0	-0.0042685	-16.109	-0.27588	-2.8986	0.069358	0.0	-5.2165	-0.053741	2.2782	0.16589	0.0	-0.0015248	0.0	0.0	-0.14445	-1.0007	-0.31391	2.1392	-0.025189	5.7802	-15.281	0.0	0.0	-0.058357	-0.19448	-0.02313	-0.20386	-0.11185	0.063258	-13.653	0.0	-21.531	0.0	0.32677	2.9805	-0.1099	0.44568	0.13242	-0.021701
SBS16	-0.17779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15101	0.0	0.0	0.0	-4.063	0.0	0.0	0.0	0.058886	0.0	0.0	0.0	0.0	0.0	-0.2932	0.0	0.0	0.0	0.0	0.0	0.092203	-0.1726	0.0	0.0	-0.5557	0.0	0.0	0.0	0.0	0.0	0.25901	0.16901	0.0	0.0	0.0	-0.27913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.050864	0.0	-53.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15838	0.0	-30.131	0.0	0.0	0.0	0.0	0.0	-2.4208	0.0	0.0	0.0	-0.0023599	0.0	-33.076	0.0	-14.376	-6.7422	-0.96864	0.0	-6.1792	0.0	0.0	0.69517	-0.057576	0.0	0.0	-48.321	0.0	0.0	0.0	-5.2335	-7.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7454	0.0	0.0	0.0	-0.097046	0.13274	146.06	0.072302	0.0	0.0	0.0	-5.2906	31.047	0.090164	0.0	-17.12	0.0	0.0	-0.83838	0.0	0.0	-0.1571	0.0	0.175	0.0	0.0	23.105	-0.16767	0.0	0.0	0.0	0.0	12.132	0.0	0.0	-21.107	0.0	-0.0034948	-39.644	0.0	-1.1643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.44241	0.0	-5.3119	0.0	0.0	0.047101	0.0	0.0	0.0	0.0	0.0	0.0	0.077662	0.0	0.0	0.0	0.0	-0.10038	0.0	0.0	0.0	0.0	0.046813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8639	0.0713	0.0	0.0	-93.63	0.0	0.0	0.0	0.0	-0.13147	0.0	0.14015	0.13515	0.043147	0.0	0.017768	0.0	0.0	0.0	0.0	0.0	-0.24574	0.0	0.0
SBS17a	-0.18977	0.0	-0.0011137	-2.6539	-0.25676	0.0	-19.863	0.0	0.0	0.0	0.51965	0.0	0.0	0.0	3.7402	0.0	0.0	-0.0214	-0.34345	0.0	0.0	0.0	0.0	0.0	-0.94233	0.0	0.0	0.0	-12.438	0.0	0.0	0.0	0.23328	0.0	-0.12003	0.0	0.0	0.0	-7.5959	0.0	-0.10009	-0.061943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7768	-68.137	0.0	0.0	0.0	0.0	0.0	0.0053766	0.0	-108.75	0.0	0.0	0.0030513	0.072139	0.0	0.0	0.0	-0.37903	0.0	-26.868	-0.24015	0.0	0.0	0.0	0.0	-1.9656	0.0	0.0	-10.12	0.025	-0.033427	-9.9489	-14.139	-11.266	-12.557	0.0	-0.0017923	-9.2186	0.50105	0.0	-0.83432	-0.026827	-5.3611	0.0	-28.728	0.0	0.0	0.0	5.0566	2.9948	0.0	0.0	-0.0080857	0.0	0.0	0.0	0.0	0.0	0.0	2.7898	-28.594	0.54069	0.0	0.0	0.0	-0.10588	0.0	-0.057815	-0.62218	0.0	-0.31711	0.0	0.0	-22.323	0.0036879	0.0	-23.664	0.15498	-21.988	-0.90595	-0.7895	-77.375	-0.052792	0.0	-0.34095	0.0	0.0	-20.067	-0.79256	0.0	0.0	0.0	7.0793	1.6946	59.03	13.455	0.0	-0.060928	0.0016154	41.957	-40.079	-5.6879	0.0	0.0	0.0	0.0	-55.756	0.21144	-0.14856	1.2202	0.0	0.0	0.0	0.0	-0.088041	0.0	-9.6246	0.0	0.0	-0.26861	0.0	0.0	0.0090784	-9.8748	0.0	0.0	-8.1392	0.0	0.0	-0.0049461	0.0	0.24416	-10.788	0.0	0.0	0.0	-0.047175	84.865	0.0	0.0	0.0072564	-0.38297	0.0	0.0	-4.6826	-0.11188	-1.1698	0.0	-6.3013	0.0	0.0	-17.388	-1.0976	-0.37249	-0.030868	-0.15454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.56	-0.041786	-0.16464	0.0	0.0
SBS17b	0.0	0.0	0.0	-2.4766	0.27553	0.0	0.0	0.0	0.0	0.0	-0.62175	0.0	0.0	0.0	0.0	0.0	0.11384	-0.0214	0.16262	0.0	0.0	0.0	0.0	0.0	-0.57811	0.0	0.0	0.0	-12.696	0.0	-0.19075	0.0	-0.28577	0.0	-0.14265	0.0	0.0	0.0	4.7069	0.0	-0.07264	-0.028718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-69.095	0.0	0.0	0.0	0.0	0.0	-0.0013847	0.0	0.0	0.0	0.0	0.0	0.12666	0.0	0.0	0.0	-1.1665	0.0	-36.116	0.063379	0.0	11.382	0.0	0.0	0.0	0.0	0.0	-10.12	0.02855	-0.033427	-9.4314	0.0	-17.673	0.37608	0.0	0.0	0.0	-0.62505	0.0	0.0	0.0	-4.0796	0.0	0.0	0.0	0.0	0.0	-20.884	0.0	0.0	0.0	-0.0064582	0.0	0.0	0.0	0.0	0.0	0.0	-4.2891	-24.958	-1.6452	0.0	0.0	0.0	0.13117	0.0	0.0	0.4925	0.063328	-0.12055	0.0	0.0	0.0	-0.22809	0.0	0.0	-0.20329	-21.16	-0.77558	-0.64316	-26.426	0.0	0.0	0.17978	0.0	0.0	-23.78	0.0	0.0	0.0	0.0	4.8628	-12.146	23.866	-43.267	0.0	0.0	0.0068394	-100.51	0.0	0.0	0.0	0.0	0.0	0.0	-46.509	-0.061451	0.0	-1.4698	0.0	0.0	0.0	0.0	0.0	0.0	-9.789	0.12217	0.0	-0.22	0.0	0.0	0.0096466	-22.062	0.0	0.0	3.2995	0.0	0.0	-0.0041707	0.0	0.42506	-10.963	0.0	0.0	0.0	-0.03205	-45.797	0.0	0.0	0.007219	0.0	0.0	0.0	-2.9879	-0.19513	1.8089	0.0	-13.368	0.0	0.0	-16.324	0.83369	-0.10953	-0.043417	0.076636	-0.58957	0.0	0.0	0.0	1.7851	0.0	0.0	-126.56	0.0	-0.15524	0.0	0.0
