	ABL2	ACVR2A	AFF3	ALK	AMER1	APC	ARHGAP35	ARID1A	ARID1B	ARID2	ARNT	ASXL1	ASXL2	ATF7IP	ATM	ATR	ATRX	BAP1	BCL6	BCL9	BCL9L	BCOR	BCORL1	BRAF	BRCA2	BRD4	CACNA1A	CAMTA1	CARD11	CASP8	CCND1	CCND2	CCNE1	CD79B	CDH1	CDH11	CDK12	CDK4	CDK6	CDKN1A	CDKN1B	CDKN2A	CHD3	CHD4	CHD8	CIC	CLTC	CREBBP	CTCF	CTNNB1	CUX1	DDR2	DDX5	DEK	DICER1	DNMT1	EGFR	ELF3	ELK4	EP300	ERBB2	ERBB3	ERBB4	ERCC2	ESR1	ETV1	ETV5	EZH2	FAS	FAT1	FAT4	FBXW7	FCGR2B	FCRL4	FGFR1	FGFR2	FGFR3	FGFR4	FHIT	FLT4	FOXA1	FOXL2	FOXO1	FOXO3	FUBP1	GATA2	GATA3	GNAS	GRIN2A	GTF2I	H3F3A	HEY1	HIST1H3B	HLF	HMGA2	IDH1	IDH2	IKBKB	IKZF3	IL7R	INPPL1	IRS4	JAK1	JAK3	KANSL1	KAT6A	KDM5A	KDM6A	KDR	KEAP1	KIT	KLF5	KMT2A	KMT2B	KMT2C	KMT2D	KRAS	LPP	LRP1B	MACF1	MAP2K1	MAP2K4	MAP3K1	MAP3K13	MDM2	MDM4	MECOM	MED12	MET	MGA	MITF	MSI2	MTOR	MYC	MYCL	MYH9	NCOA2	NCOR1	NCOR2	NF1	NF2	NFATC2	NFE2L2	NIPBL	NKX2-1	NOTCH1	NOTCH2	NRAS	NRG1	NSD1	NTRK1	NTRK3	NUTM1	PBRM1	PBX1	PDGFRA	PIK3CA	PIK3CB	PIK3CG	PIK3R1	PLXNB2	POLE	POLQ	PPM1D	PPP2R1A	PRDM1	PREX2	PSIP1	PTEN	PTPN13	PTPRB	PTPRC	PTPRK	PTPRT	RAC1	RAD21	RAF1	RANBP2	RARA	RASA1	RB1	RBM10	RNF43	ROS1	RPL22	RUNX1T1	SALL4	SCAF4	SETBP1	SETD2	SMAD4	SMARCA4	SOS1	SOX17	SOX2	SOX9	SPEN	SPOP	STAG2	STIL	STK11	TCF7L2	TERT	TET1	TP53	TP63	TRRAP	TSC1	UBR5	UNCX	USP6	USP9X	VHL	WWTR1	ZBTB16	ZFHX3	ZNF521
CHK2_pT68	-0.13831	0.0	-19.745	0.0	0.0	0.025318	0.0	0.0	0.0	0.0	0.0064553	0.0	-56.077	10.139	0.0	0.0	0.023721	0.0	0.0051011	-0.011621	-0.0050133	0.0	9.7316	-0.00411	-0.0067328	0.0	0.012586	0.0	0.0	-7.1307	0.0	0.56383	0.0	0.0	-0.011739	11.838	0.0043455	0.0	0.0	-0.0094804	0.0	0.0	0.0	0.0	0.0	-0.37555	0.0	0.0	0.0	2.8308	-2.802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051339	0.0	0.0	0.0	0.0	3.5461	0.0	0.00015789	0.0	110.93	0.010987	0.0	0.0	0.0	-98.495	0.0	0.0	0.026045	0.0	0.19623	0.0	0.0	0.0	-3.9644	0.0	0.0	11.405	0.0	0.0	2.3344	0.0	0.0	0.0	0.0	-0.02616	0.0	0.60866	10.939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0064664	0.0	0.0	0.0	0.0	-0.078491	-0.063245	0.0	0.0	-0.0025904	-0.033154	-14.715	0.0	0.0058192	0.0	0.050054	0.0	0.0	0.0	0.0	0.0	-0.097881	0.0	0.084498	42.773	0.0	0.0	-8.7605	0.0	12.012	0.60559	0.0	0.0	3.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.047376	0.0	-1.6827	4.0173	0.0	1.531	-3.4666	-9.8831	27.999	0.0	0.0	0.0	0.0	16.075	0.0	157.13	0.0	0.0	0.0	-0.068653	-0.0082162	0.0	0.0	-0.027133	0.0	0.0	0.0	0.062432	-0.059087	25.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0048499	0.49463	0.0	0.0	0.0	0.02119	-0.0022843	0.0	-0.38039	0.0	2.1762	0.0	0.0013955	0.068671	0.0	0.24001	0.22044	0.0	-15.094	0.0	-0.0038403	-2.1806	0.0	0.0	0.0	0.0	0.025264	0.0
CIAP	0.0	0.0	21.171	0.0	0.0	-0.059663	0.0	0.0	0.0	0.0	0.028315	0.0	179.85	23.971	0.0	0.0	0.0	0.0	0.0	-0.014824	-0.0043234	0.0	-4.8187	-0.00089115	-0.022351	0.0	0.0	-43.287	0.0	-20.037	0.0	-2.5988	0.0	0.0	-0.0060756	-57.218	-0.00087224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9616	0.0	0.0	0.0	0.577	0.85532	0.0	0.0	0.0	-1.7687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3199	0.0	0.28223	-0.024933	0.0	0.0	0.0	0.0	1.006	0.0	-0.0035671	0.0	-81.551	-0.024767	0.0	0.0	0.0	-148.52	0.0	0.0	-6.7414	-0.2008	0.062284	0.0	0.17684	0.0	2.0193	-0.72837	0.0	-8.4088	0.0	0.0	-1.2434	0.0	0.0	0.002886	0.0	-0.19008	0.0	1.2616	7.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0080421	0.065633	0.0	0.0	0.0	0.070174	-0.7773	0.0	0.0	-0.0061021	0.032931	28.803	0.0	0.0071458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047633	0.0	0.24106	-30.873	0.0	0.0	33.067	0.0	23.451	0.0	0.0	0.0	-5.5265	0.56942	0.0	-0.16065	0.0	0.0	1.795	0.0	-0.022612	0.0	-1.2304	1.6009	-0.045094	0.0	-3.1163	-5.6734	92.995	0.0	0.0	0.0	0.0	-5.9087	0.0	-62.76	0.0	0.0	0.0	0.047289	0.0043276	0.0	0.0	0.0038511	0.0	0.0	0.0	0.12365	0.0	137.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0029591	0.1622	0.0	0.0	0.0	-0.057083	0.0037104	-4.2759	-0.20915	0.0	4.3432	0.030059	0.00093764	0.018934	0.0	-0.028693	0.11196	0.0	-15.257	0.0	-0.0025794	4.9098	0.0	0.0	0.0	-0.46464	0.094129	0.0
CLAUDIN7	0.0	0.0	32.814	0.0	0.0	0.091853	0.0	0.0	0.0	0.0	-0.048719	0.0	132.42	-25.449	0.0	0.0	0.0	0.0	-0.022156	-0.007837	-0.0093753	0.0	-36.398	0.091688	-0.032813	0.0	0.0	-81.097	0.0	-40.174	0.0	2.4481	-0.080815	0.0	-0.0069605	-29.487	-0.0020698	0.0	0.0	0.0	0.0	-0.04594	0.0	0.0	0.0	1.6724	0.0	0.0	0.0	-2.3067	1.3016	0.0	0.0	0.0	-1.1177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48026	0.0	0.1822	0.0	0.0	-0.027855	0.0	0.0	31.346	-0.20504	0.0015348	0.0	-83.544	0.039224	0.0	0.0	0.0	37.253	0.0	0.0	-0.021591	0.13154	-0.21158	0.0	0.0	0.0	-4.3179	-3.7455	0.0	15.615	0.0	0.0	2.5174	0.0	-0.01595	-0.098573	0.0	0.0049862	0.0	0.56675	6.2224	0.0	0.0	0.0	0.0	0.0	0.13578	-0.30001	0.0019775	0.0	0.0	0.0	0.0	0.025128	-1.2672	-0.011442	0.0	0.0054503	-0.061922	-35.138	0.0	-0.0010337	0.0	0.0	0.0	0.0	0.0	0.0	-1.5927	0.0137	0.032429	0.0	-26.433	0.0	0.0	32.524	0.0	0.0	0.0	0.0	0.0	5.3046	0.0	0.44434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.65	0.0	0.0	0.0	1.1511	-2.1612	271.48	-0.043542	0.0	0.0	0.0	0.51533	0.0	-22.743	0.0068592	0.0	0.0	0.037587	0.0070865	0.0	0.0	-0.015009	0.0	0.0	0.0	0.18387	0.0	-164.51	0.0	0.0	0.0	-0.092723	0.0	-2.3388	0.0	-0.0061313	-1.2754	0.0	0.0	0.0	-0.073534	0.0083703	-1.7889	0.0	0.0	-23.97	0.084534	0.0020082	0.0	0.0	-0.22191	-0.082871	0.0	-9.6387	0.0	-0.0057283	20.268	0.0	0.0	0.0	-0.6982	-0.038287	0.0
COLLAGENVI	0.0	0.0	-17.085	0.0	0.0	-0.0128	0.0	0.0	0.0	0.0	0.056677	0.0	-109.04	-8.7488	0.0	0.0	0.0	0.0	0.0	0.011794	0.012546	0.0	3.662	-0.053722	0.0027148	0.0	0.0	-6.3406	0.0	-15.903	0.0	-11.636	0.010571	0.0	0.020451	-142.02	-0.0071818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.2732	0.0	0.0	0.0	-4.7331	9.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.75536	0.0	0.0	0.020766	0.0	0.0	0.0	0.0	12.656	0.0	-0.0018869	0.0	18.627	-0.0021435	0.0	0.0	0.0	0.074622	0.0	0.0	10.9	0.0	0.0	0.0	0.0	0.0	-0.05549	0.0	0.0	39.918	0.0	0.0	-0.58067	0.0	0.0	0.0	0.0	0.0	0.0	3.8606	88.585	0.0	0.0	0.0	0.0	0.0	0.0	-0.078371	0.00069324	0.0	0.0	0.0	0.0	-1.4053e-05	1.21	0.0	0.0	0.0039732	0.0043505	11.221	0.0	-0.0049763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012304	0.0	-1.3639	-30.049	0.0	0.0	-35.563	0.0	5.1532	-5.354	0.0	0.0	-9.3923	0.0	0.59697	0.10388	0.0	0.0	0.0	0.0	0.0	0.0	1.4609	5.3381	0.022619	2.2581	0.24266	-0.36834	-46.703	0.0	0.0	0.0	0.0	78.752	0.0	-107.68	0.0	0.0	0.0	0.0013151	0.0026318	0.0	0.0	0.0012851	0.0	0.0	0.0	-0.098371	0.0	-27.988	0.0	0.0	0.0	-0.18657	0.0	0.0	0.0	0.0024664	2.3728	0.0	0.0	0.0	0.059885	-0.0051066	0.0	0.067847	0.0	-10.712	0.0	-0.0011554	0.067777	0.0	0.04398	0.0	0.0	-9.9629	0.0	0.00069309	0.0	0.0	0.0	0.0	0.19151	-0.0205	0.0
CYCLINB1	0.0	0.0	7.6545	0.0	0.0	0.024034	0.0	0.0	0.0	0.0	0.10671	0.0	41.272	-20.175	0.0	0.0	0.10939	0.0	0.0	0.029096	0.00026259	0.0	23.037	-0.04417	-0.0041302	0.0	0.012652	0.0	0.0	-20.103	0.079585	0.0	0.13891	0.0	-0.017257	111.29	0.0031924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.819	6.9164	0.0	0.0	0.0	-1.8425	0.087388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92755	0.0	0.0	0.0	0.0029115	0.0	0.0	0.0	17.278	0.0	0.0049495	0.0	-34.589	-0.023076	0.0	0.1642	0.0	36.206	0.0	0.0	2.8167	0.0	0.0	0.0	0.0	0.0	-3.3575	-3.8542	0.0	31.006	0.0	-0.31125	2.8387	0.0	0.0	0.0	0.0	0.0	0.0	3.3926	-48.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00092906	0.0	0.0	0.0	0.00090922	0.065452	0.61296	0.0	0.0	-0.012349	-0.01651	-57.705	0.0	-0.049769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04819	0.091997	0.25846	42.56	0.0	0.0	31.818	0.0	7.6025	3.9923	0.0	0.0	-4.3372	0.0	0.0	0.0	0.0	0.0	-2.6485	0.0	0.0	0.0	-1.5425	-6.6035	0.0	0.72786	-4.2325	11.169	110.99	0.0	0.0	0.0	0.0	6.5111	0.0	20.285	0.0	0.0	0.0	0.038856	-0.0013504	0.0	0.0	0.065347	0.0	0.0	0.0	-0.030635	0.16543	200.86	0.0	0.0	0.0	0.0	0.0	-5.3619	0.0	-0.0041879	-0.34147	0.0	0.0	0.0	0.0	0.0041529	0.79555	0.0	0.0	14.666	0.0	-0.0058013	-0.075415	0.0	0.29396	-0.10225	0.0	-16.169	0.0	-0.00070624	0.0	0.0	0.0	0.0	-0.29879	0.027375	0.0
CYCLIND1	-0.18529	0.0	24.949	0.0	0.0	-0.13426	0.0	0.0	0.0	0.0	-0.0016485	0.0	-112.86	-20.985	0.0	0.0	0.0	0.0	0.0	-0.031032	0.010533	0.0	-1.1676	-0.050976	-0.02819	0.0	0.0	-89.388	0.0	-13.203	0.27824	13.456	0.074504	0.0	-0.0038428	67.883	-0.00040184	0.0	0.0	-0.024301	0.0	0.0	0.0	0.0	0.0	2.0609	0.0	0.13728	0.032429	1.371	-10.072	-0.20989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65267	0.0	-2.9347	0.0	0.0	-0.082761	0.0	0.0	2.6899	0.0	-0.0050809	0.0	65.393	0.031291	0.0	0.0	0.0	-69.488	0.0	0.0	2.7295	0.046115	0.0	0.0	0.0	0.0	-5.3628	0.0	0.063766	34.104	0.0	0.0	2.689	0.0	0.0	-0.10532	0.0	-0.01267	0.0	6.3822	-31.749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0016257	0.0	0.0	0.0	0.0	-0.01645	0.27702	0.0	0.0	-0.003128	0.035957	-23.007	0.0	0.0040564	0.0	0.0	0.0	0.0	0.0	0.0	1.0274	-0.065735	0.0	0.0	42.731	-0.25975	0.0	-102.11	0.0	-12.338	-0.34509	0.0	0.0	0.39426	0.0	-0.063851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040856	2.7081	0.0	-1.0462	5.15	-6.5636	213.78	0.0	0.0	0.0	0.0	51.466	0.0	-37.842	0.0	0.0	0.027174	-0.077914	-0.0031635	0.0	0.0	-0.065413	0.0	0.0	0.0	-0.10399	-0.047725	24.463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0011894	-0.3696	0.0	0.0	0.0	0.0	-0.0035956	0.19782	1.3634	0.0	-20.702	0.0	0.0045739	0.0	0.0	-0.055882	0.066063	0.0	59.353	0.0	-0.00017304	0.0	0.0	0.0	0.0	0.29022	0.05036	0.0
CYCLINE1	0.0	0.0	2.1155	0.0	0.0	-0.14807	0.0	-0.0096141	0.0	0.0	0.056812	0.0	-160.85	18.779	0.0	0.0	0.10832	0.0	-0.015652	0.037799	-0.00036693	0.0	-18.246	-0.037489	0.023583	0.0	0.035885	-10.048	0.0	-16.669	-0.24797	19.505	0.7562	0.0	-0.024664	83.16	0.00077003	-0.1577	0.0	0.0	0.0	-0.17184	0.0	0.0	0.0	0.4235	0.0	0.0	-0.15236	0.47911	-8.3885	0.0	0.0	0.0	-2.0186	0.070613	0.0	0.0	0.0	-0.0052292	0.0	0.0	0.0	0.22717	0.0	4.6918	0.0	0.0	0.0	0.0	0.0	20.532	0.0	0.0034203	0.0	91.981	0.0073714	0.0	0.0	0.0	-128.95	0.0	0.0	-2.8088	0.0	-0.24593	0.0	0.0	0.0	-2.3386	0.0	0.0	-29.351	0.0	-0.15596	4.1989	0.0	0.0	0.10316	0.0	0.0	0.0	-7.2367	-32.899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081205	0.0	0.0	0.0	0.0	-0.11147	-0.64352	0.0	0.0	-0.0043605	-0.015915	44.563	0.0	0.0021715	0.0	0.0	0.0	0.0	0.0	0.0	-0.36362	-0.021786	0.07083	-0.39293	-36.425	-0.12513	0.0	-26.384	0.0	10.92	1.2312	0.0	0.0	-1.6591	0.0	0.0	-0.062381	0.0	0.0	3.5208	0.0	0.0	0.0	1.232	-0.32014	0.0	-8.0438	2.8772	-16.173	234.88	0.0	0.0	0.0	0.0	-9.7912	0.0	-78.879	-0.17098	0.048895	0.0	0.043805	-0.00060145	0.0	0.0	-0.02847	0.062811	0.0	0.036842	-0.10306	0.15907	95.061	0.0	0.0	0.0	-0.30301	0.0	0.0	0.0	-0.00055242	-0.035892	0.0	0.0	-0.49891	0.0	0.0084914	0.0	0.0	-0.021974	8.9411	0.0	-5.489e-06	0.11529	0.0	-0.065869	0.0	0.0	-1.2599	0.0	0.001037	0.0	0.0	0.0	-0.16855	0.15324	-0.049623	0.0
DJ1	0.0	0.0	17.113	0.0	0.0	-0.00057319	0.0	0.0	0.0	0.0	-0.15521	0.0	63.733	20.202	0.0	0.0	0.11726	0.0	0.0	-0.032938	-0.0044733	0.0	-7.4273	0.043192	-0.0071219	0.0	0.0	12.256	0.0	-20.39	0.0	0.0	0.0	0.0	0.04063	229.47	-0.010114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.6747	0.0	0.0	0.0	-1.0478	-2.827	-0.11646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12122	0.0	0.0	0.0	0.0	0.0	-1.7027	0.0	0.0	0.0	0.0	0.0	19.51	-0.343	-0.0045963	0.0	-35.421	0.015332	0.0	0.0	0.0	64.404	0.0	0.0	-1.7992	-0.048795	0.0	0.0	0.0	0.0	2.8332	-1.0836	0.0	-14.259	0.0	0.0	0.88107	0.0	0.0	-0.0020042	0.0	0.0	0.0	-2.8757	143.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0069248	0.0	0.0	0.0	0.0	-0.071484	0.68058	0.0	0.0	-0.0065859	-0.001408	29.942	0.0	0.0034729	0.0	0.0	0.0	0.0	0.0	-0.29587	0.0	0.070856	-0.10954	0.0	125.69	-1.4348	0.0	-20.319	0.0	-1.6133	0.30598	0.0	0.0	6.2768	-0.57772	-1.0748	-0.08636	0.0	0.0	-4.0016	0.0	0.0	0.0	0.0	-1.2723	-0.020848	-0.88123	-2.6152	7.2309	-98.837	0.0	0.0	0.0	0.0	-2.1731	0.0	-26.028	0.0	0.0	0.0	-0.086735	-0.0050909	0.0	0.0	-0.18313	0.0	0.0	0.0	0.041206	0.0	-62.233	0.0	0.0	0.0	-0.59641	0.0	0.0	0.0	0.001564	2.2464	0.0	0.0	-0.015583	0.0	0.0021365	0.43763	-0.49488	0.0	-29.708	0.0	-0.0072662	0.0	0.0	0.25388	0.0	0.0	10.767	0.0	-0.00181	0.0	0.0	0.0	0.0	-0.49848	0.079555	0.0
DVL3	0.0	0.0	21.928	0.0	0.0	-0.036259	0.0	0.0	0.0	0.0	-0.065707	0.0	133.89	12.679	0.0	0.0	0.14469	0.0	0.11587	-0.0069939	0.0076788	0.0	17.406	-0.064187	-0.0018274	0.0	0.0	-19.074	0.0	17.429	0.0	0.0	0.0	0.0	-0.029704	248.19	-0.0055117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.093137	5.8912	-0.2031	0.0	0.0	-1.328	0.049218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.97645	0.0	0.0	0.086755	0.0	0.0	0.0	0.0	1.5855	-0.25348	-0.0058531	0.0	-59.635	-0.0056096	0.0	0.0	0.0	-28.388	0.0	0.0	-10.165	0.0	0.0	0.0	0.0	0.0	0.98692	0.0	0.0	-30.193	0.0	0.0	-0.28987	0.0	0.0	-0.13398	0.0	0.0	0.0	-3.8701	-29.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010158	0.0	0.0	0.0	0.0	0.030359	2.4211	0.0	0.0	-0.00050236	0.045502	-71.499	0.081759	-0.038832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12731	-0.063886	0.0	53.423	0.0	0.0	44.799	0.0	19.671	0.26499	0.0	0.0	0.0	0.0	0.3472	-0.078079	0.0	0.0	0.35594	0.0	0.0	0.0	-1.6257	-1.2162	0.066774	0.0	2.8958	3.319	-144.22	0.0	0.0	0.0	0.0	-82.632	0.0	40.635	0.0	0.0	0.0	-0.072992	0.0043695	0.0	0.0	-0.13784	0.0	0.0	0.0	0.14456	0.0	10.409	0.0	0.0	0.0	-0.086855	0.0	0.0	0.0	-0.0054488	-0.051062	0.0	0.0	0.0	0.039947	-0.011904	-2.4565	0.0	0.0	12.44	-0.025698	-0.0068541	0.15369	0.0	0.20891	0.0	0.0	25.898	0.0	0.0062215	-5.929	0.0	0.0	0.061191	-0.64005	-0.020635	0.0
ECADHERIN	-0.27387	0.0	-25.149	0.0	0.0	0.048459	0.0	0.03155	0.0	0.0	0.048875	0.0	90.725	-1.6611	0.0	0.0	0.0	0.0	0.0	0.016522	-0.0079043	0.0	25.022	0.061714	0.0061469	0.0	0.0	-27.818	0.0	-10.848	0.090123	4.1584	-0.13865	0.0	-0.14007	-253.68	0.0032196	0.0	0.0	0.0	0.0	0.028688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.37052	9.4279	0.0	0.0	0.0	0.022187	-0.0091609	0.0	0.0	-0.073192	0.0	-0.047349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-18.79	0.0	0.0032308	0.0	16.102	0.036127	0.0	0.0	0.0	-63.263	0.0	0.0	3.7375	0.0	0.059424	0.0	0.0	0.0	4.0248	0.0	0.0	43.279	0.0	-0.088603	-2.9197	0.0	0.0	-0.11398	0.0	0.0	0.0	-0.39232	-154.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067919	0.0	0.0	0.0	0.0	0.005235	0.35865	0.0	0.0	-0.0067672	-0.013613	56.786	0.0	-0.010455	-0.15538	0.0	0.0	0.0	0.0	0.08489	-0.64407	0.094111	-0.048103	0.038493	-59.352	0.0	0.0	-30.451	0.0	18.826	-1.5277	0.0	0.0	-4.4317	0.0	-0.17664	-0.16097	0.0	0.0	-2.3686	0.0	0.0	0.0	-1.0392	1.8812	0.0	2.251	-0.2903	0.0	97.004	0.0	0.0	0.0	0.0	19.62	0.0	-8.9227	0.0	0.0	0.0	0.10681	0.011608	0.0	0.0	-0.051922	0.0	0.0	0.0	-0.080156	-0.054348	-49.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030634	-0.62174	0.0	0.0	0.0	0.0	-0.0049214	3.1443	0.0	0.0	0.0	0.0	-9.3596e-05	0.066327	0.0	0.2152	0.0	0.0	4.9797	0.0	0.0056642	9.7278	0.0	0.0	0.077197	0.32561	0.027831	0.0
EEF2	0.0	0.0	22.975	0.0	0.0	-0.016665	0.0	0.064433	0.0	0.0	-0.077326	0.0	77.769	-35.035	0.0	0.0	0.0	0.0	0.0	0.0066974	0.0022243	0.0	-25.027	-0.021944	0.011654	0.0	0.0	0.0	0.0	-58.475	0.0	15.034	0.0	0.0	-0.017402	179.47	0.0075856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55771	0.0	0.0	0.0	2.2974	-3.9752	0.0	0.0	0.0	0.0	-0.018542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.44226	0.0	-2.6586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00044946	0.0	7.3068	0.0046718	0.0	0.0	0.0	20.911	0.0	0.0	0.42867	0.0	0.0	0.0	0.0	0.0	-5.0523	1.9838	0.0	15.117	0.0	0.0	-0.69308	0.0	0.0	0.013277	0.0	0.0	0.0	-2.9087	31.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020231	0.0	0.0	0.0	0.0	-0.0053109	0.7713	0.0	0.0	-0.00074837	0.0078855	31.322	0.0	0.022222	0.0	0.0	0.0	0.0	0.0	-0.22135	-1.1819	0.14766	0.0	-1.0997	55.427	0.0	0.049242	21.103	0.0	-9.7383	-3.6091	0.0	0.0	0.80243	0.15838	0.47857	0.14395	0.016776	0.0	3.1613	0.0	0.0	0.0	0.0	-3.0489	0.0	0.0	5.6827	0.80182	51.612	0.0	0.0	0.0	-0.099812	33.534	0.0	-109.07	0.14624	0.0	0.0	0.086278	0.0035939	0.0	0.0	-0.028297	0.0	0.0	0.0	0.062485	0.0	65.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.455e-05	0.78655	0.0	0.0	0.0	-0.02751	0.0038403	1.4841	0.0	0.026548	-1.7018	0.0	-0.00071103	0.0	0.0	-0.072068	0.0	0.0	-13.583	0.0	-0.0016457	0.0	0.0	0.0	0.0	0.018842	0.01049	0.0
EEF2K	0.0	0.0	-6.8777	0.0	0.0	-0.15142	0.0	0.0	0.0	0.0	0.044009	0.0	54.393	3.04	0.0	0.0	0.0	0.0	0.0	-0.0018915	-0.0088478	0.0	-8.1259	-0.086567	0.015434	0.0	0.0	41.579	0.0	25.237	0.026968	24.704	-0.034432	0.0	0.011867	154.11	-0.0071841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5969	0.0	0.0	0.0	2.8546	5.33	0.0	0.0	0.0	-2.4144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7889	0.0	0.16934	0.0	0.0	0.0	-0.74963	0.0	0.0036604	0.0	39.925	0.021515	0.0	0.0	0.0	172.12	0.0	0.0	3.3807	-0.08927	-0.21161	0.0	0.0	0.0	-3.6059	0.0	0.0	10.455	-0.19549	0.0	1.8006	0.0	0.0	-0.080148	0.0	0.0	0.0	1.7447	-42.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044387	0.0	0.0	0.0	0.0	-0.048981	-0.7815	0.0	0.0	0.00017589	-0.0098948	5.7709	0.0	0.02893	0.0	0.0	0.0	0.0	0.0	0.0	-0.32811	0.035636	0.011142	-1.2053	-21.334	0.0	0.0	35.806	0.0	-18.966	0.75047	0.0	0.0	23.068	-0.041979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.2168	0.0	-2.0174	2.3593	-2.9536	10.757	0.0	0.0	0.0	0.0	37.021	0.0	-77.718	-0.10797	0.0	0.0	-0.063207	-0.0025249	0.0	0.0	-0.02068	0.0	0.0	0.0	-0.097028	0.0	94.18	0.0	0.0	0.0	0.0	0.0	-1.8624	0.0	0.0021614	1.9189	0.0	0.0	0.0	0.0	-0.0092567	0.0	0.0	0.0	-13.477	0.0	-0.0041131	0.06291	0.0	-0.068096	-0.17474	0.0	34.195	0.0	0.0033254	-5.4277	0.0	0.0	0.0	0.0	0.098151	0.0
